"","Drone2_1","Drone2_2","Drone2_3","Drone2_4","Drone2_5","Drone2_6","Drone4_1","Drone4_2","Drone4_3","Drone4_4","Drone4_5","Drone4_6","Queen2_1","Queen2_2","Queen2_3","Queen2_4","Queen2_5","Queen2_6","Queen4_1","Queen4_2","Queen4_3","Queen4_4","Queen4_5","Queen4_6","Worker2_1","Worker2_2","Worker2_3","Worker2_4","Worker2_5","Worker2_6","Worker4_1","Worker4_2","Worker4_3","Worker4_4","Worker4_5","Worker4_6"
"LOC411724",10.8185821774809,11.0028150156071,10.9439799143437,10.8726748802706,11.1363503414542,10.6829945836817,11.286557761608,11.7891260464252,11.2888660741658,11.4787696194758,11.8273427042341,12.1864237975389,11.6031626795344,11.9046346216682,11.940313597146,12.0990189910192,12.0684424160258,12.4165336601996,12.3917806060132,12.3009244909763,13.1672613226302,12.5040741145206,12.5110113528822,12.5521887595571,11.2324209271761,11.0593444608244,11.4660764613963,11.5294305541462,11.1560830762887,11.3520434257954,13.0332509140987,13.1535520317081,12.71681946133,12.7550962103072,12.1658491461764,12.3755825124905
"LOC410614",8.38801728534514,9.10852445677817,8.90689059560852,9.75488750216347,10.120237877342,10.0168082876866,9.8376279331714,10.3208005488816,10.1873520732005,9.45121111183233,10.7473538294781,10.6519486107234,9.24555270625568,9.01680828768655,8.56985560833095,9.20212382383046,10.075479149488,9.13955135239879,10.5294305541462,10.0927571409199,10.7347096202258,10.1497471195047,11.3901689562002,11.7351328841399,9.69174351917128,8.51963625284321,8.72451385311995,8.78463484555752,8.88569637333939,9.34872815423108,12.1016474500308,12.5220910688871,12.4903495057393,11.6366246205436,11.7287708495427,12.292321632802
"LOC100578593",2,3,3.8073549220576,2.8073549220576,3.16992500144231,2.58496250072116,3.32192809488736,2,0,2.32192809488736,2.32192809488736,1.58496250072116,3,1,2.32192809488736,2.58496250072116,3.32192809488736,1.58496250072116,0,0,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1,1,2.32192809488736,2.8073549220576,1,1,3.70043971814109,3.58496250072116,3.32192809488736,4,2.58496250072116,3.90689059560852
"LOC113219224",3.32192809488736,4.08746284125034,3.32192809488736,4.4594316186373,4.32192809488736,2.8073549220576,4.08746284125034,3.32192809488736,2.32192809488736,4.32192809488736,3.8073549220576,3.8073549220576,4.08746284125034,3.4594316186373,2.58496250072116,4.16992500144231,3.32192809488736,2.58496250072116,3.16992500144231,2,3,3,2.8073549220576,2.32192809488736,4.4594316186373,3.4594316186373,3.8073549220576,2.58496250072116,3.70043971814109,4.08746284125034,2,2,1,2.58496250072116,2,0
"LOC100578563",7.5077946401987,7.8073549220576,7.88874324889826,7.43462822763672,8.03342300153745,7.70735913208088,7.28540221886225,7.2667865406949,6.93073733756289,7.33091687811462,7.49984588708321,7.70735913208088,7.8008998999203,7.81378119121704,7.40087943628218,7.24792751344359,7.45121111183233,8.17492568250068,6.85798099512757,6.62935662007961,6.6582114827518,7,6.16992500144231,6.55458885167764,7.91288933622996,7.66533591718518,8.21916852046216,8.35755200461808,7.90086680798075,8.29001884693262,6.49185309632967,6.89481776330794,6.56985560833095,6.79441586635011,6.53915881110803,6.58496250072116
"LOC410060",9.37286506011259,9.46964181723952,9.19967234483636,9.70390357344466,9.81217730551445,9.63481105017172,9.91288933622996,9.3264294871223,9.01402047031493,9.73470962022584,9.44086916761087,9.60733031374961,8.88264304936184,8.4594316186373,8.59245703726808,8.59245703726808,9.06608919045777,8.94836723158468,9.09539702279256,9.13185696060879,9.27844945822048,9.10328780841202,9.60547951806167,9.58871463558226,9.18487534290828,9.31741261376487,8.94544383637791,8.19967234483636,9.05528243550119,8.73809225962049,9.27379559921426,9.24792751344359,8.92481250360578,9.85798099512757,9.81378119121704,9.93663793900257
"LOC113218529",4,3.90689059560852,3.70043971814109,4.52356195605701,4.58496250072116,3.32192809488736,2.58496250072116,2.8073549220576,3.70043971814109,3.58496250072116,3.8073549220576,3,3.70043971814109,3.8073549220576,3.70043971814109,3.16992500144231,4.39231742277876,3,3,3.58496250072116,2.8073549220576,2,2,1.58496250072116,4.16992500144231,4,3.4594316186373,3.16992500144231,3.8073549220576,4.32192809488736,3,2.8073549220576,0,2.32192809488736,2.58496250072116,3
"LOC408406",7.93073733756289,7.53138146051631,7.91288933622996,7.84549005094437,7.5077946401987,7.81378119121704,6.94251450533924,6.3037807481771,5.83289001416474,6.4757334309664,6.56985560833095,6.33985000288462,6.68650052718322,6.5077946401987,6.70043971814109,6.35755200461808,6.58496250072116,7.04439411935845,5.20945336562895,5.35755200461808,4.95419631038687,5.6724253419715,5.39231742277876,5.08746284125034,7.10852445677817,7.44294349584873,6.83289001416474,5.97727992349992,6.94251450533924,6.7279204545632,5.70043971814109,5.83289001416474,5.6724253419715,6.32192809488736,6.39231742277876,6.70043971814109
"LOC726990",6.4093909361377,9.44914864537544,7.85798099512757,8.29920801838728,9.44294349584873,10.1573469353628,9.97871045910636,10.5802585674998,7.79441586635011,10.4481163054095,10.4367115421372,11.0552824355012,9.66533591718518,9.43462822763673,9.34207466799914,9.64925617751731,9.05799172275918,9.50382573799575,6.04439411935845,7.02236781302845,5.04439411935845,5.39231742277876,5.49185309632967,5.70043971814109,7.78790255939143,9.96289600533726,7.88264304936184,7.54689445988764,7.74146698640115,7.59991284218713,4.39231742277876,3.58496250072116,3.90689059560852,3.90689059560852,4.64385618977472,5.12928301694497
"LOC102653934",5.55458885167764,6.53915881110803,5.8073549220576,5.90689059560852,6.18982455888002,6.12928301694497,6.10852445677817,6.35755200461808,5.55458885167764,5.85798099512757,6.35755200461808,5.6724253419715,5.04439411935845,4.52356195605701,5,4.58496250072116,5.49185309632967,5.24792751344359,6.39231742277876,5.61470984411521,6.3037807481771,5.58496250072116,5.6724253419715,6.10852445677817,5.8073549220576,5.58496250072116,5.58496250072116,5.16992500144231,5.64385618977472,5.35755200461808,5.52356195605701,5.32192809488736,5.75488750216347,6.4594316186373,6.06608919045777,6.53915881110803
"LOC113219275",1,1,0,1.58496250072116,0,0,3.8073549220576,1.58496250072116,1,3.90689059560852,2,1.58496250072116,0,1,1,1.58496250072116,0,0,3.8073549220576,4.08746284125034,4.08746284125034,3.8073549220576,3.58496250072116,4.52356195605701,0,1,0,0,0,1,2,2.32192809488736,2.32192809488736,2.32192809488736,3,3.16992500144231
"LOC409751",2,2,3.58496250072116,2.32192809488736,1,2.8073549220576,3.4594316186373,3.32192809488736,1.58496250072116,2.8073549220576,3,3.70043971814109,2.8073549220576,2,2.32192809488736,2,0,2,4.32192809488736,4.85798099512757,4.39231742277876,3.4594316186373,4.75488750216347,4.75488750216347,3,3.4594316186373,2.32192809488736,2.8073549220576,1.58496250072116,3.16992500144231,3,3.90689059560852,3.70043971814109,4.08746284125034,3.8073549220576,3.16992500144231
"LOC725816",8.43879185257826,8.5077946401987,8.59245703726808,8.66177809777199,9.09275714091985,8.57364718749332,9.15987133677839,9.467605550083,9.17741953798924,9.62205181945638,9.69522829149575,9.99859042974533,8.8073549220576,9.28771237954945,8.42206476617281,9.3151495622563,9.16490692667569,9.24317398347295,10.0620461377205,9.85486838326024,10.3365065598103,10.1279943209764,9.90086680798075,10.1611318829843,8.79766152585376,8.8073549220576,9.13699111208023,9.34872815423108,9.09275714091985,9.22641219278879,10.0182001788132,10.6137894644726,9.95564990752837,9.45121111183233,9.60547951806167,9.62570884306447
"LOC113219320",2,1,2.58496250072116,0,2.58496250072116,3,1,2.32192809488736,2.32192809488736,2.58496250072116,3,2,2.8073549220576,0,0,1.58496250072116,2.32192809488736,2.8073549220576,0,1.58496250072116,1,1.58496250072116,1.58496250072116,0,0,1,2.32192809488736,1.58496250072116,1.58496250072116,1.58496250072116,2,2.32192809488736,3.4594316186373,3.70043971814109,2.58496250072116,4.16992500144231
"LOC102655032",3.90689059560852,3.8073549220576,3.8073549220576,4.08746284125034,3.32192809488736,3.4594316186373,3.70043971814109,4.8073549220576,4,4.4594316186373,4.24792751344359,5.24792751344359,4.8073549220576,4.39231742277876,3,4.70043971814109,3.58496250072116,3.70043971814109,5.35755200461808,5.12928301694497,6.4757334309664,4.64385618977472,4.4594316186373,4.32192809488736,4.64385618977472,4.64385618977472,4.39231742277876,3.90689059560852,3.90689059560852,4.08746284125034,4.24792751344359,4.16992500144231,3.58496250072116,2.58496250072116,3.90689059560852,5.12928301694497
"LOC725823",11.3359485652023,12.4267888945956,12.3594750488495,13.2868465027359,12.7797193551434,15.4656620541563,13.2117362318275,14.5638516770827,9.5372184005386,13.5605716712366,14.2446611447642,13.2749604721406,14.0601892784634,13.1291219928876,12.8707500033461,13.1844104822499,12.286557761608,12.9932922414885,5.4594316186373,8.06069593168755,4.52356195605701,5.7279204545632,4.24792751344359,7.71424551766612,11.3624918060461,13.8154833683028,12.5526690975143,11.0707918094231,12.1137421660492,8.27146302790437,6.20945336562895,5.28540221886225,6.02236781302845,6.12928301694497,6.18982455888002,6.8703647195834
"LOC410227",8.2336196767597,8.55458885167764,8.43879185257826,8.51175265376738,8.78135971352466,8.73470962022584,9.01402047031493,9.66888498426625,9.211888294546,9.06608919045777,9.53138146051631,9.68650052718322,9.20212382383046,9.211888294546,8.63299519714296,9.1548181090521,8.83920378809694,9.08480838780436,9.6724253419715,9.92481250360578,10.3782948559119,9.93221475196838,9.96434086779242,10.1446582428319,8.55458885167764,8.53915881110803,8.57364718749332,8.98584193700334,8.56985560833095,8.73470962022584,10.5497846679479,11.1484765821783,10.6978363579624,10.3253054550897,10.3376219019925,10.8849336479498
"LOC102654271",12.3057767689098,12.4913520735634,12.3365065598103,12.2333200827308,12.2807707701306,12.2378074737231,13.116993677547,12.6921795763125,12.5304063370991,12.8191811789596,12.6124077931387,12.9136374280491,12.1023038172126,12.1692986957928,11.72451385312,11.0701209444768,12.4807902010958,12.1308922698066,13.1543434602435,12.5786085607378,13.3753109974731,12.9758479680068,13.3320365483617,14.0515488384404,12.5634346357102,12.5166849493096,12.5230718269404,12.4470832262097,12.4578938373147,12.3955341354623,12.9769220678511,13.1623913287569,12.2082343583398,12.7962424482032,13.1842554954053,12.8213753923725
"LOC724373",4.24792751344359,4.08746284125034,4.58496250072116,4.8073549220576,5.08746284125034,5.16992500144231,4,1.58496250072116,2.32192809488736,3.16992500144231,2.58496250072116,3,4.16992500144231,3.4594316186373,3,4.24792751344359,3,3.4594316186373,3.16992500144231,2.32192809488736,2.58496250072116,2.32192809488736,1,3.16992500144231,4.70043971814109,4.32192809488736,4.39231742277876,4,4.24792751344359,4.08746284125034,3,2.32192809488736,2.8073549220576,3.32192809488736,3.16992500144231,3.16992500144231
"LOC725239",9.7714894695006,11.243173983473,11.6519486107234,10.8795832496128,11.539643506238,11.9661449133456,10.1836353814732,11.2679570844028,9.57175264350355,10.2106713437856,11.7988767681333,10.4146852358072,12.0024634388925,11.3241805466187,10.8201789624152,10.5166849493096,11.1503819688178,11.2497060569697,10.1861142395416,8.54689445988764,8.21431912080077,9.59432460392485,8.7944158663501,9.36850646150769,11.3939266756404,11.5608104687279,10.3619437737352,10.1124395067816,10.6969675262343,11.2233984147116,8.60733031374961,8.28540221886225,8.44294349584873,9.11113567023471,9.283088353024,8.85798099512757
"LOC726407",10.7780771295354,11.1337844091799,10.8470573460913,10.7448338374995,10.9016211583461,10.6447575925163,10.8634119589416,10.6110247973074,9.876516946565,9.99859042974533,10.0660891904578,9.97584796800678,9.77807712953536,9.56033283421244,9.56224242422107,9.34429590791582,10.0768155970508,9.90989308377004,11.334831928118,11.4099212412497,11.3885555039826,10.8795832496128,11.1312139050863,11.3037807481771,10.3685064615077,10.4252159032994,9.9188632372746,9.54882190845875,10.1922928144708,9.9614496943982,10.6978363579624,10.8879821330585,10.8344710499842,11.3470676571659,10.7406240444894,11.2772874001304
"Eyg",8.13442632022093,8.31741261376487,8.04984854945056,8.48784003382305,8.37068740680722,8.03342300153745,8.37503943134693,7.57742882803575,7.25738784269265,7.37503943134692,7.57742882803575,6.89481776330794,7.59991284218713,7.31288295528436,7.20945336562895,7.24792751344359,8.03342300153745,7.59991284218713,5.88264304936184,5.24792751344359,6,6.06608919045777,5.58496250072116,5.39231742277876,7.62935662007961,7.78135971352466,7.23840473932508,6,7.12928301694497,6.89481776330794,7.28540221886225,7.51569983828404,7.18982455888002,8.84862294042934,8.70043971814109,8.4797802640291
"LOC409166",11.6193029554157,11.5774288280357,11.5410966153495,11.7544699952756,11.8185821774809,11.7047682393626,11.7821791938312,11.8564255286255,12.0413169158294,12.2348174311173,11.7866780338907,12.4835638881251,11.8959538928122,11.8305152069768,11.3619437737352,11.4517262680745,11.5439984501345,11.8665062122262,12.5272326264476,12.4599438483749,12.7172480058276,12.6323136625861,12.5274770060604,12.7208855035937,11.8948177633079,11.6759570329417,11.9563761572497,12.3165643853969,11.8572034715082,12.0213270326244,12.6553071015105,12.9589151560913,12.5468944598876,11.7523806465529,11.8021124185861,12.2039597032395
"LOC102654427",3.4594316186373,3.70043971814109,3.32192809488736,3.16992500144231,3.90689059560852,4.32192809488736,4.90689059560852,5.35755200461808,4.24792751344359,4.70043971814109,5.49185309632967,4.08746284125034,2.8073549220576,3.16992500144231,2,1.58496250072116,3.4594316186373,3,5.08746284125034,5.16992500144231,5.7279204545632,5.28540221886225,5.39231742277876,5.20945336562895,3.58496250072116,3.90689059560852,3,3.70043971814109,3.32192809488736,3.16992500144231,7.90086680798075,7.54689445988764,7.49984588708321,8.14465824283188,7.7279204545632,8.04439411935845
"LOC100578729",2.8073549220576,3.16992500144231,3.70043971814109,3.90689059560852,3.70043971814109,3.16992500144231,2.58496250072116,3,3.16992500144231,2.58496250072116,2,2.58496250072116,4.08746284125034,3.8073549220576,3.4594316186373,3.8073549220576,3.58496250072116,3,3.4594316186373,2.8073549220576,3.16992500144231,3.58496250072116,1.58496250072116,2,3.70043971814109,3.4594316186373,2.8073549220576,2.8073549220576,3.4594316186373,3.32192809488736,5.16992500144231,4.70043971814109,3,3.32192809488736,3.16992500144231,3.16992500144231
"LOC100578824",7.45121111183233,7.05528243550119,7.48381577726426,7.77478705960117,7.19967234483636,7.53915881110803,6.59991284218713,4.75488750216347,5.88264304936184,5.58496250072116,5.28540221886225,4.75488750216347,6.61470984411521,5.85798099512757,6.12928301694497,6.12928301694497,5.8073549220576,6.52356195605701,5.90689059560852,4.64385618977472,4.52356195605701,4.70043971814109,5,4.39231742277876,7.18982455888002,7.17990909001493,7.04439411935845,5.83289001416474,6.94251450533924,6.95419631038687,5.4262647547021,5.04439411935845,5.90689059560852,6.12928301694497,6.2667865406949,6.20945336562895
"LOC107964264",3.32192809488736,3.70043971814109,3.4594316186373,3.4594316186373,3.8073549220576,3.16992500144231,4.39231742277876,3.70043971814109,3.32192809488736,3.4594316186373,4.32192809488736,4,1.58496250072116,1,2.32192809488736,3.16992500144231,3.70043971814109,3.32192809488736,2.8073549220576,3,1.58496250072116,2.58496250072116,1.58496250072116,3,1,2.58496250072116,3.16992500144231,2.58496250072116,2.32192809488736,1,2.8073549220576,3.58496250072116,3.32192809488736,4.64385618977472,4.08746284125034,4.58496250072116
"LOC725230",10.2877123795494,10.7813597135247,10.2784494582205,9.88874324889826,10.2842457498297,9.70043971814109,10.5497846679479,10.7772553151919,10.007027266894,10.1649069266757,10.4439795426013,10.2336196767597,10.2384047393251,10.0606959316876,9.89784545600551,10.2419831496943,10.581200581925,10.1137421660492,9.50977500432694,8.95710204156229,9.5352753766208,9.03066713624694,9.36632221424582,9.59432460392485,9.18487534290828,9.39874369193819,8.74819284958946,9.50977500432694,9.0389189892923,9.34872815423108,11.399277924509,11.6781599575428,11.5622424242211,11.1395513523988,11.3728650601126,11.554109152574
"LOC102653764",4.08746284125034,4.4594316186373,3.4594316186373,4.08746284125034,4.4594316186373,4.16992500144231,4,4.16992500144231,4.32192809488736,3.8073549220576,4.4594316186373,5.16992500144231,4.32192809488736,4.39231742277876,3.4594316186373,3.90689059560852,3.70043971814109,4,3.8073549220576,4.24792751344359,3.58496250072116,4.16992500144231,4.4594316186373,4.52356195605701,3.58496250072116,3.32192809488736,2.58496250072116,3.4594316186373,3.58496250072116,3.32192809488736,4.8073549220576,5.75488750216347,5.39231742277876,4.16992500144231,3.4594316186373,4.64385618977472
"LOC102653899",2,3.32192809488736,2.32192809488736,1,2,2.8073549220576,2,4.32192809488736,3.58496250072116,3.70043971814109,3,3.90689059560852,4.24792751344359,5.49185309632967,3.58496250072116,5.20945336562895,4.64385618977472,4.24792751344359,3.16992500144231,3.16992500144231,1,2.8073549220576,1,1.58496250072116,2.8073549220576,2.58496250072116,2.58496250072116,2.58496250072116,2.8073549220576,3.8073549220576,3.58496250072116,4.39231742277876,3,3,3.90689059560852,2.32192809488736
"LOC727522",13.7488217946147,14.1864237975389,13.189206834597,13.539158811108,13.8635087548785,12.3742244261237,16.0814210220411,15.9957009139704,15.5468643230622,15.9835726036004,16.1076666215194,16.1816181683958,11.9035053104239,12.0063260785249,11.7351328841399,11.2667865406949,12.1864237975389,12.175237650291,16.3909414297305,15.5822007987508,16.3865361479291,15.7682618758233,16.1844879694288,16.6867330423471,14.1216144562186,14.0866338490762,14.0044838359677,14.307698891328,13.7281331003062,14.2144709115359,14.8791524443418,13.9491883702862,14.6069256550293,13.9898379557364,14.3550757466691,14.6745233260217
"LOC113218654",4.90689059560852,4.95419631038687,4.39231742277876,5.49185309632967,6.12928301694497,5.35755200461808,5,4.24792751344359,4,5.49185309632967,4.90689059560852,5.93073733756289,4.90689059560852,5.88264304936184,5,6.06608919045777,6.37503943134692,6.4594316186373,3.4594316186373,3.16992500144231,3.70043971814109,4.75488750216347,2.32192809488736,3.16992500144231,5.32192809488736,5.4594316186373,6.2667865406949,6.22881869049588,5.88264304936184,5.75488750216347,3.32192809488736,4.52356195605701,4.39231742277876,4.4594316186373,4.58496250072116,4.4594316186373
"LOC100577004",3.70043971814109,5,4.8073549220576,3.90689059560852,5.4594316186373,4.4594316186373,4.32192809488736,5.35755200461808,3.58496250072116,4.16992500144231,5.16992500144231,3.32192809488736,4.95419631038687,4,4.58496250072116,4,4.8073549220576,4.24792751344359,3.32192809488736,3.16992500144231,3.4594316186373,3,2.58496250072116,2,5.24792751344359,5.16992500144231,4.95419631038687,4.52356195605701,5,5.04439411935845,4.75488750216347,4.85798099512757,4.58496250072116,5.52356195605701,5.39231742277876,4.58496250072116
"LOC410948",5,5.04439411935845,5.4594316186373,4.39231742277876,4.32192809488736,3.8073549220576,4,3.32192809488736,3.32192809488736,2.58496250072116,3.32192809488736,3,4.90689059560852,4.39231742277876,4.16992500144231,4.52356195605701,3.90689059560852,3.70043971814109,3.70043971814109,4.08746284125034,3.4594316186373,3.8073549220576,2,2.32192809488736,4.85798099512757,5.12928301694497,4.90689059560852,3.32192809488736,3.70043971814109,3.4594316186373,4.39231742277876,3.90689059560852,3.70043971814109,4.16992500144231,4.08746284125034,4.24792751344359
"LOC102654856",4.39231742277876,3.8073549220576,4,4.52356195605701,4.52356195605701,4.08746284125034,3,1,2.32192809488736,2.58496250072116,2.32192809488736,3.70043971814109,3.4594316186373,3.4594316186373,3.32192809488736,3.32192809488736,3.8073549220576,4.32192809488736,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,3.4594316186373,3,4.08746284125034,4.52356195605701,4.24792751344359,3.32192809488736,1,1,1,1,2,2
"LOC107964798",7.96578428466209,7.84549005094437,7.70735913208088,7.85174904141606,7.92481250360578,7.54689445988764,7.9188632372746,8.27146302790437,8.16490692667569,8.17990909001493,8.17990909001493,8.75822321472672,7.52356195605701,7.9188632372746,7.09803208296053,7.69348695749933,7.2667865406949,7.5077946401987,10.18982455888,10.237209960755,10.7731392067197,9.76487159073609,10.0821490413539,10.0967151544885,8.1548181090521,8.04439411935845,8.30833903013941,7.98299357469431,8.04984854945056,8.14465824283188,9.2667865406949,9.63481105017172,9.14210705730255,8.84235034341381,9.22881869049588,9.26209484537018
"LOC113219108",4.08746284125034,4.4594316186373,5.49185309632967,4.64385618977472,3.4594316186373,4.85798099512757,3.4594316186373,3,3.70043971814109,3.32192809488736,3,4.32192809488736,3.4594316186373,3.8073549220576,4.64385618977472,4.4594316186373,3.90689059560852,4.64385618977472,2.8073549220576,3,0,2.58496250072116,2.58496250072116,3.90689059560852,4.39231742277876,4.08746284125034,4.8073549220576,3.70043971814109,4.95419631038687,4.24792751344359,4.75488750216347,5.52356195605701,5.85798099512757,5.55458885167764,5.75488750216347,5.64385618977472
"LOC100577537",10.0498485494506,9.90538700501813,9.52356195605701,10.2288186904959,10.0251395622785,9.36194377373524,9.27844945822048,8.18487534290828,8.3264294871223,8.79766152585376,8.4178525148859,8.32192809488736,11.5430318202552,11.0960562391809,11.1579784499454,11.2807707701306,11.3624918060461,11.4267888945956,5.55458885167764,5.95419631038687,5.85798099512757,7.27612440527424,5.28540221886225,5.4262647547021,9.22641219278879,9.38801728534514,8.58120058192496,8.49984588708321,9.25029841790633,8.64745842645492,11.1065629404449,11.3431857154479,11.0244471240406,11.2185632361903,11.2538474849874,11.0416591516372
"LOC551556",4.90689059560852,4.52356195605701,4.39231742277876,4.08746284125034,5.39231742277876,5.04439411935845,5.24792751344359,5.28540221886225,4.08746284125034,5.6724253419715,5.16992500144231,6.24792751344359,4.75488750216347,4.24792751344359,3.4594316186373,3.8073549220576,4,4.64385618977472,6.75488750216347,6.89481776330794,7.33091687811462,6.89481776330794,6.58496250072116,7.13955135239879,5.16992500144231,5.24792751344359,4.58496250072116,5.4262647547021,5.08746284125034,5.75488750216347,6.18982455888002,7.33985000288462,6.8073549220576,6.20945336562895,6.14974711950468,7.10852445677817
"LOC100578543",4,3.58496250072116,3.4594316186373,4.75488750216347,4.75488750216347,3.58496250072116,3.90689059560852,2.32192809488736,2,2.8073549220576,3.58496250072116,3.32192809488736,4.75488750216347,3.32192809488736,3.70043971814109,4.70043971814109,4.24792751344359,4.16992500144231,1.58496250072116,3,3.16992500144231,2.58496250072116,3,2,3.90689059560852,4.32192809488736,4.4594316186373,3.90689059560852,4.39231742277876,4.16992500144231,1,1.58496250072116,1,2.32192809488736,2,3
"LOC100577901",8.61470984411521,10.3241805466187,10.7507069862249,8.84862294042934,9.84235034341381,10.1433832139898,8.55842071326866,10.1124395067816,8.88569637333939,8.01680828768655,10.3793783670713,8.40514146313634,10.951284714967,10.2360141919001,9.31061278165953,9.23840473932508,10.2240016741981,10.1137421660492,11.6461086415061,10.7380922596205,10.3837042924741,11.0014081943928,10.4948555844912,10.6238814900135,10.5924570372681,9.68299458368168,9.05799172275918,8.92777796208234,9.2807707701306,10.5612879451648,10.929998062609,11.0091287895393,11.0223678130285,11.5741204350097,11.5464121951194,11.6096404744368
"LOC551114",8.31741261376487,8.92481250360578,8.67948009950545,8.63299519714296,8.85174904141606,8.48381577726426,8.99435343685886,8.72451385311995,8.24317398347295,8.51963625284321,8.68299458368168,8.21431912080077,8.00562454919388,7.34872815423108,7.90689059560852,7.75488750216347,7.88874324889826,7.86418614465428,8.38370429247405,8.09275714091985,8.49585502688717,8.12412131182919,8.36632221424582,8.43462822763673,8.12412131182919,8.57742882803575,7.94836723158468,8.2240016741981,8.21431912080077,7.85798099512757,9.04984854945056,9.45738087907253,9.11113567023471,9.3151495622563,9.3037807481771,8.98013957763916
"LOC102655131",4.08746284125034,4,4.70043971814109,4.70043971814109,4.85798099512757,4.16992500144231,4.64385618977472,3.32192809488736,2.58496250072116,3.58496250072116,3.8073549220576,2,5,4.08746284125034,4.58496250072116,3.58496250072116,4.32192809488736,4.08746284125034,3.16992500144231,2.8073549220576,3,3,2.8073549220576,2.58496250072116,4.16992500144231,4.90689059560852,4.52356195605701,4.24792751344359,4,4.75488750216347,3.32192809488736,3.32192809488736,3.4594316186373,6.20945336562895,5.32192809488736,4.24792751344359
"LOC102655453",4,3.4594316186373,3.4594316186373,3.90689059560852,2.8073549220576,3.16992500144231,2.58496250072116,1,1,2.32192809488736,2,3.16992500144231,2.32192809488736,1,3,3.16992500144231,2.58496250072116,3.58496250072116,1,2,2,1,1,0,3,3.32192809488736,3.4594316186373,2.8073549220576,2.8073549220576,4.32192809488736,2,3.32192809488736,3.16992500144231,3,2.8073549220576,1.58496250072116
"LOC409976",9.14974711950468,9.44914864537544,8.98868468677217,9.55842071326866,9.75488750216347,9.36632221424582,9.82972273508606,10.1241213118292,9.54303182025524,10.075479149488,10.1472049249422,10.18982455888,9.3037807481771,9.29232163280204,8.86418614465428,9.71080643369935,9.26209484537018,9.45532722030456,10.3966047811819,10.4470832262097,10.8313072438021,10.2749604721406,10.4787696194758,10.5924570372681,9.23122118071119,9.5372184005386,9.40726776424473,9.62570884306447,9.283088353024,9.30833903013941,9.96434086779242,10.5147140541385,9.89784545600551,10.0361736125535,10.1497471195047,10.2796105810525
"LOC406124",7.13955135239879,6.52356195605701,7.33091687811462,7.33985000288462,6.95419631038687,7.88264304936184,5.75488750216347,5.04439411935845,5.04439411935845,5.39231742277876,4.58496250072116,5.28540221886225,7.40087943628218,6.88264304936184,6.68650052718322,6.6582114827518,7.19967234483636,7.5077946401987,5.78135971352466,6.3037807481771,5.8073549220576,5.16992500144231,6,5.93073733756289,8.32192809488736,7.66533591718518,7.62935662007961,6.2667865406949,7.85798099512757,7.90689059560852,4.32192809488736,5.04439411935845,4.8073549220576,5.55458885167764,5.85798099512757,6.02236781302845
"LOC102654685",2,1,2,1.58496250072116,2.58496250072116,2,2.58496250072116,3.4594316186373,2.8073549220576,2,3.70043971814109,3.4594316186373,1,1,1,0,0,2.32192809488736,2.32192809488736,2.58496250072116,3.32192809488736,1.58496250072116,2.32192809488736,1,1,2.8073549220576,0,1,1.58496250072116,2,2.32192809488736,2.58496250072116,3,2.32192809488736,2.58496250072116,3
"LOC100577381",1,1,2.8073549220576,0,2,1,0,3.70043971814109,2,0,4,2,1,0,2,1,1.58496250072116,1,3.16992500144231,1.58496250072116,3.16992500144231,4.39231742277876,3.4594316186373,3.90689059560852,1,2.32192809488736,1,0,0,1,2.58496250072116,3,2.8073549220576,3.32192809488736,3.16992500144231,3
"LOC726629",9.27146302790437,9.06069593168755,8.89784545600551,9.24792751344359,9.19475685442225,8.77478705960117,9.98584193700334,9.12928301694497,9.22641219278879,9.5372184005386,8.95710204156229,9.47370574961942,8.78790255939143,8.55458885167764,8.30833903013941,8.36194377373524,8.85174904141606,8.45532722030456,7.49984588708321,7.85798099512757,7.53138146051631,7.8703647195834,7.79441586635011,7.97727992349992,8.68999797141945,8.53915881110803,8.50382573799575,8.32192809488736,8.75822321472672,8.38801728534514,9.22158712126481,9.75655632252409,9.65463602852797,9.17492568250068,9.49785183695112,9.44294349584873
"LOC724293",8.56605403817109,9.68650052718322,8.93957921431469,9.07681559705083,9.45121111183233,8.7714894695006,8.07146236255662,6.95419631038687,7.21916852046216,7.90086680798075,7.35755200461808,8.08746284125034,8.73470962022584,8.5077946401987,8.79116288855502,8.68999797141945,8.97441458980553,9.211888294546,8.4262647547021,7.82654848729092,7.83289001416474,7.98868468677217,7.56224242422107,7.14974711950468,8.40514146313634,9.13699111208023,8.02790599656988,8.29001884693262,8.40514146313634,8.62205181945638,8.08214904135387,7.67948009950545,7.84549005094437,8.71080643369935,7.71424551766612,7.86418614465428
"LOC724315",2.8073549220576,2.32192809488736,2.58496250072116,3.58496250072116,3.58496250072116,4.4594316186373,1,2,2.32192809488736,0,2,2.32192809488736,3.32192809488736,3.4594316186373,3.16992500144231,2.58496250072116,3,3.8073549220576,4,3.4594316186373,4,3.32192809488736,3.70043971814109,3.58496250072116,3.16992500144231,4.16992500144231,4,3.90689059560852,3.58496250072116,4.08746284125034,2,2,4.08746284125034,2.8073549220576,2.8073549220576,2.58496250072116
