"","Drone2_1","Drone2_2","Drone2_3","Drone2_4","Drone2_5","Drone2_6","Drone4_1","Drone4_2","Drone4_3","Drone4_4","Drone4_5","Drone4_6","Queen2_1","Queen2_2","Queen2_3","Queen2_4","Queen2_5","Queen2_6","Queen4_1","Queen4_2","Queen4_3","Queen4_4","Queen4_5","Queen4_6","Worker2_1","Worker2_2","Worker2_3","Worker2_4","Worker2_5","Worker2_6","Worker4_1","Worker4_2","Worker4_3","Worker4_4","Worker4_5","Worker4_6"
"LOC113218584",4.24792751344359,4.08746284125034,5.04439411935845,5.08746284125034,4.24792751344359,4.4594316186373,3.58496250072116,3,2.58496250072116,3.16992500144231,2.58496250072116,3.4594316186373,5.16992500144231,5,4.75488750216347,4.8073549220576,5.16992500144231,5.8073549220576,4.4594316186373,5.24792751344359,5.24792751344359,4.24792751344359,5.04439411935845,4.85798099512757,6.14974711950468,5.28540221886225,5.8073549220576,5.16992500144231,6.02236781302845,6.08746284125034,4.16992500144231,3.58496250072116,2.8073549220576,2.58496250072116,3.90689059560852,3.90689059560852
"LOC113218735",12.3253054550897,11.7502882675917,12.3882864197626,12.1799090900149,12.4805377831018,12.4719291876417,12.2859801059282,12.5579422867874,13.1526017440192,13.3286749273279,12.3785658100006,13.5171772526895,12.8724825081067,13.1421070573025,12.0413169158294,12.6325408765469,12.4747199465265,13.0568070355806,13.2501503504724,13.2491134527137,13.3313368562965,13.4283601727043,12.9459924243968,13.4391815770525,12.6923975554685,12.2375087481727,12.9856640790187,13.4095235306914,12.6373041221062,13.5641494899857,13.8571062515856,14.6759570329417,14.0085161615895,11.4099212412497,12.076481601207,12.5959567439432
"LOC551496",4.70043971814109,5.75488750216347,5.4594316186373,5.04439411935845,5.49185309632967,5.28540221886225,4.85798099512757,3.70043971814109,4.39231742277876,4.16992500144231,3.8073549220576,4.85798099512757,5,4.64385618977472,4.16992500144231,4.24792751344359,5.78135971352466,4.75488750216347,7.03342300153745,8.10852445677817,7.4262647547021,6.83289001416474,7.76155123244448,7.56985560833095,5.88264304936184,5.49185309632967,4.75488750216347,4.75488750216347,5.24792751344359,6.08746284125034,7.62935662007961,8.12928301694497,8.77478705960117,7.83920378809694,8.46352437327118,8.15987133677839
"LOC410405",7.86418614465428,9.84235034341381,9.69348695749933,8,9.95128471496697,9.32867492732795,8.27612440527424,8.19475685442225,7.94836723158468,7.45121111183233,7.8073549220576,7.73470962022584,10.6608872703026,9.5077946401987,8.63662462054365,8.73470962022584,9.02790599656988,9.26209484537018,10.4787696194758,9.403012023575,8.43879185257826,8.86418614465428,8.74146698640115,9.71596199025514,10.595257481449,10.1331422124006,8.467605550083,8.99435343685886,9.29232163280204,10.4470832262097,11.0927571409199,11.8025163651212,11.3353903546939,10.6017707884077,10.6447575925163,10.65999589243
"LOC102653583",3.8073549220576,4.24792751344359,4.08746284125034,3.58496250072116,5.08746284125034,4.32192809488736,2.8073549220576,3.16992500144231,3.70043971814109,3.32192809488736,3.16992500144231,4.24792751344359,3.90689059560852,3,3.16992500144231,3.4594316186373,3.16992500144231,3.4594316186373,4,4.52356195605701,4.08746284125034,3.8073549220576,4.16992500144231,4.08746284125034,4.58496250072116,4.58496250072116,4,4.4594316186373,4.24792751344359,4.75488750216347,3.4594316186373,3.16992500144231,2.8073549220576,2,3.58496250072116,3.70043971814109
"LOC410837",8.93957921431469,8.81698362325538,8.60362634498619,8.79116288855502,9.33762190199251,8.96289600533726,9.45532722030456,9.73301532168596,9.50977500432694,10.0265234425198,9.89178370321831,10.5058115539196,9.10852445677817,9.37721053038855,8.67595703294175,9.4797802640291,9.3151495622563,9.5372184005386,10.3923174227788,10.9505558970475,11.1260591160707,10.7582232147267,10.7640422173066,11.0334230015375,9.39231742277876,9.22158712126481,9.65999589242998,10.0701209444768,9.57364718749332,9.59245703726808,11.3309168781146,11.9932922414885,11.2538474849874,10.3297963382207,10.1935253605012,10.5764843467969
"LOC410465",5.8073549220576,5.35755200461808,5.49185309632967,6.10852445677817,5.32192809488736,4.90689059560852,5.24792751344359,4.39231742277876,4.90689059560852,4.90689059560852,4.64385618977472,5.7279204545632,6.70043971814109,6.14974711950468,5.88264304936184,6.2667865406949,6.88264304936184,6.5077946401987,8.32192809488736,7.52356195605701,7.49185309632967,7.69348695749933,7.90689059560852,7.73470962022584,6.52356195605701,5.95419631038687,5.97727992349992,5.97727992349992,6.06608919045777,6.83289001416474,7.86418614465428,7.97727992349992,8.18487534290828,7.74819284958946,7.85798099512757,7.36632221424582
"LOC410222",11.1491119907069,11.0457596613827,11.0881256921882,11.5196362528432,11.4351493383669,11.2772874001304,11.8021124185861,11.3100446796475,11.3387363825739,11.6781599575428,11.4573808790725,11.6995724532873,11.7907557501183,11.2185632361903,10.6706562491184,11.0389189892923,11.7573900093666,11.4220647661728,12.32108251801,12.4085951127981,12.0761475280225,12.0423433797937,12.0670981857484,12.5117526537674,11.5372184005386,11.2772874001304,11,10.2227949028681,11.4204866128258,11.2708792953288,12.427312844135,12.8834069863884,12.4619909505856,13.192138672151,13.3719127412241,13.3113225947321
"LOC107963995",4.85798099512757,5.58496250072116,5.24792751344359,5.39231742277876,5.97727992349992,5.58496250072116,4.16992500144231,5.20945336562895,4.75488750216347,3.58496250072116,5.55458885167764,5.04439411935845,4.75488750216347,4.32192809488736,4.4594316186373,3.70043971814109,5.39231742277876,4.08746284125034,4,4,4.16992500144231,3.32192809488736,3.70043971814109,2.8073549220576,4.64385618977472,5.4594316186373,4.75488750216347,4.8073549220576,5.08746284125034,5.61470984411521,3,4.16992500144231,3.8073549220576,3.4594316186373,3.32192809488736,3.16992500144231
"LOC725965",3.8073549220576,4,3.4594316186373,3.70043971814109,3.58496250072116,3.70043971814109,3.32192809488736,1.58496250072116,1.58496250072116,2.32192809488736,0,2,3.58496250072116,3.70043971814109,2.8073549220576,2.32192809488736,2.8073549220576,3.8073549220576,2.58496250072116,2.58496250072116,1.58496250072116,2.58496250072116,3,1.58496250072116,4,4.52356195605701,3.8073549220576,3.58496250072116,4.39231742277876,4.16992500144231,2.32192809488736,2,2.58496250072116,2.58496250072116,2.8073549220576,1.58496250072116
"LOC725158",5.4594316186373,5.97727992349992,5.4262647547021,5.4594316186373,6.08746284125034,5.12928301694497,6.58496250072116,5.83289001416474,6.4262647547021,6.12928301694497,5.52356195605701,6.18982455888002,5.08746284125034,4.8073549220576,4.95419631038687,5.4262647547021,5.4262647547021,5.4262647547021,6.74146698640115,6.39231742277876,6.68650052718322,6.22881869049588,7.05528243550119,7.23840473932508,4.85798099512757,5.49185309632967,5.39231742277876,4.95419631038687,5.04439411935845,5.16992500144231,4.95419631038687,4.70043971814109,6.32192809488736,5.20945336562895,4.75488750216347,6.55458885167764
